-0.12 -0.03 -9.62 0.018518518518518517
-0.12 -0.03 -9.62 0.037037037037037035
-0.12 -0.03 -9.62 0.05555555555555555
-0.12 -0.03 -9.62 0.07407407407407407
-0.07 -0.03 -2.76 0.09259259259259259
-0.07 -0.03 -2.76 0.1111111111111111
-0.07 -0.03 -2.76 0.12962962962962962
-0.25 -0.10 -10.16 0.14814814814814814
-0.25 -0.10 -10.16 0.16666666666666666
-0.25 -0.10 -10.16 0.18518518518518517
-0.23 -0.10 -9.55 0.2037037037037037
-0.23 -0.10 -9.55 0.2222222222222222
-0.23 -0.10 -9.55 0.24074074074074073
-0.23 -0.10 -9.55 0.25925925925925924
-0.23 -0.10 -9.53 0.2777777777777778
-0.23 -0.10 -9.53 0.2962962962962963
-0.23 -0.10 -9.53 0.31481481481481477
-0.24 -0.10 -9.56 0.33333333333333326
-0.24 -0.10 -9.56 0.35185185185185175
-0.24 -0.10 -9.56 0.37037037037037024
-0.24 -0.10 -9.55 0.38888888888888873
-0.24 -0.10 -9.55 0.4074074074074072
-0.24 -0.10 -9.55 0.4259259259259257
-0.23 -0.10 -9.55 0.4444444444444442
-0.23 -0.10 -9.55 0.4629629629629627
-0.23 -0.10 -9.55 0.4814814814814812
-0.24 -0.10 -9.55 0.49999999999999967
-0.24 -0.10 -9.55 0.5185185185185182
-0.24 -0.10 -9.55 0.5370370370370366
-0.24 -0.10 -9.55 0.5555555555555551
-0.23 -0.10 -9.55 0.5740740740740736
-0.23 -0.10 -9.55 0.5925925925925921
-0.23 -0.10 -9.55 0.6111111111111106
-0.23 -0.09 -9.55 0.6296296296296291
-0.23 -0.09 -9.55 0.6481481481481476
-0.23 -0.09 -9.55 0.6666666666666661
-0.23 -0.09 -9.56 0.6851851851851846
-0.23 -0.09 -9.56 0.703703703703703
-0.23 -0.09 -9.56 0.7222222222222215
-0.23 -0.09 -9.56 0.74074074074074
-0.23 -0.09 -9.56 0.7592592592592585
-0.23 -0.09 -9.56 0.777777777777777
-0.23 -0.09 -9.56 0.7962962962962955
-0.23 -0.09 -9.56 0.814814814814814
-0.23 -0.09 -9.56 0.8333333333333325
-0.23 -0.09 -9.56 0.851851851851851
-0.23 -0.09 -9.56 0.8703703703703695
-0.23 -0.09 -9.56 0.888888888888888
-0.23 -0.09 -9.56 0.9074074074074064
-0.23 -0.08 -9.56 0.9259259259259249
-0.23 -0.08 -9.56 0.9444444444444434
-0.23 -0.08 -9.56 0.9629629629629619
-0.23 -0.09 -9.56 0.9814814814814804
-0.23 -0.09 -9.56 0.9999999999999989
-0.23 -0.09 -9.56 1.0185185185185175
-0.23 -0.09 -9.56 1.037037037037036
-0.23 -0.09 -9.56 1.0555555555555547
-0.23 -0.09 -9.56 1.0740740740740733
-0.22 -0.09 -9.56 1.092592592592592
-0.22 -0.09 -9.56 1.1111111111111105
-0.22 -0.09 -9.56 1.129629629629629
-0.22 -0.09 -9.56 1.1481481481481477
-0.22 -0.09 -9.57 1.1666666666666663
-0.22 -0.09 -9.57 1.185185185185185
-0.22 -0.09 -9.57 1.2037037037037035
-0.23 -0.09 -9.57 1.222222222222222
-0.23 -0.09 -9.57 1.2407407407407407
-0.23 -0.09 -9.57 1.2592592592592593
-0.21 -0.08 -9.56 1.277777777777778
-0.21 -0.08 -9.56 1.2962962962962965
-0.21 -0.08 -9.56 1.314814814814815
-0.21 -0.09 -9.57 1.3333333333333337
-0.21 -0.09 -9.57 1.3518518518518523
-0.21 -0.09 -9.57 1.370370370370371
-0.22 -0.08 -9.57 1.3888888888888895
-0.22 -0.08 -9.57 1.407407407407408
-0.22 -0.08 -9.57 1.4259259259259267
-0.22 -0.08 -9.57 1.4444444444444453
-0.22 -0.08 -9.57 1.462962962962964
-0.22 -0.08 -9.57 1.4814814814814825
-0.22 -0.08 -9.57 1.500000000000001
-0.21 -0.08 -9.57 1.5185185185185197
-0.21 -0.08 -9.57 1.5370370370370383
-0.21 -0.08 -9.57 1.555555555555557
-0.21 -0.09 -9.57 1.5740740740740755
-0.21 -0.09 -9.57 1.5925925925925941
-0.21 -0.09 -9.57 1.6111111111111127
-0.20 -0.09 -9.58 1.6296296296296313
-0.20 -0.09 -9.58 1.64814814814815
-0.20 -0.09 -9.58 1.6666666666666685
-0.21 -0.09 -9.57 1.6851851851851871
-0.21 -0.09 -9.57 1.7037037037037057
-0.21 -0.09 -9.57 1.7222222222222243
-0.21 -0.09 -9.57 1.740740740740743
-0.20 -0.08 -9.58 1.7592592592592615
-0.20 -0.08 -9.58 1.7777777777777801
-0.20 -0.08 -9.58 1.7962962962962987
-0.21 -0.08 -9.58 1.8148148148148173
-0.21 -0.08 -9.58 1.833333333333336
-0.21 -0.08 -9.58 1.8518518518518545
-0.21 -0.08 -9.58 1.8703703703703731
-0.21 -0.08 -9.58 1.8888888888888917
